Sr No.,text,Emotion,sentiment
5420,The balloon?,neutral,neutral
5421,"No, no, the actual cartoon character. Of course the balloon. It's all over the news. Right before he reached",neutral,neutral
5422,"I can't, I gotta go.",neutral,neutral
5423,Come on. An 80-foot inflatable dog let loose over the city. How often does that happen?,surprise,negative
5424,Almost never.,anger,negative
5425,Got the keys?,neutral,neutral
5426,Ok.,neutral,neutral
5427,What d'you think?,neutral,neutral
5428,Lot of things.,neutral,neutral
5429,Which one do you think she is?,neutral,neutral
5430,May I help you?,neutral,neutral
5431,"Oh, no thanks, we're just here to observe.",neutral,neutral
5432,You don't observe a dance class. You,neutral,neutral
5433,What does she mean?,neutral,neutral
5434,I think she means  'You,neutral,neutral
5435,"Okay, d'y'see anybody you think could be me?",anger,negative
5436,People! Last time there were some empty yoghurt containers lying around after class. Let's not have that happen again!,anger,negative
5437,She could be you.,neutral,neutral
5438,"Let's get started. Five, six, a-five six seven eight...",neutral,neutral
5439,"Okay, I'm not getting this!",anger,negative
5440,I'm totally getting it!,joy,positive
5441,Did you ever feel like sometimes you are just so unbelievably uncoordinated?,sadness,negative
5442,What? You just click when they click.,surprise,positive
5443,"Alright people, now everyone grab a partner.",neutral,neutral
5444,"Okay. And, my, dead, mother, says, you, are, it. I'm with Rachel.",neutral,neutral
5445,Great. It's gym class all over again.,disgust,negative
5446,"I'm not crazy, right? I mean, it was never like that.",surprise,positive
5447,"Nooo, it wasn't.",neutral,neutral
5448,"Ooh, and it's so nice having this little sink here...",joy,positive
5449,"Oh, ain't this nice? It's so quiet, I could just lie here all day.",joy,positive
5450,I know,neutral,neutral
5451,Open your drapes! Open your drapes!,joy,positive
5452,I'm so glad we've got adjoining rooms!,joy,positive
5453,The sun is out!,joy,positive
5454,Hey! Remember when I had corneas?,anger,negative
5455,"Ok listen, you go down to the pool and reserve the chairs, and I'll get the magazines and the lotion.",neutral,neutral
5456,Ladies? Ross's speech is in 45 minutes.,neutral,neutral
5459,"Walls are pretty thin, guys!",anger,negative
5460,"Hi uh, Im Joey Tribbiani and with all do respect Id like to donate some fluids.",joy,positive
5461,"Were actually at the end of one of our research cycles, so were not looking for applicants right now.",neutral,neutral
5462,"Oh thats too bad. Ive kinda been saving up.  Uh, are you sure theres no studies I can participate in?",sadness,negative
5463,"Well, heres a schedule of whats coming up.",neutral,neutral
5464,Thanks.  Well but this one starts now.,neutral,neutral
5465,"Oh that one is available now, but only identical twins are eligible. Its a twins study.",neutral,neutral
5466,"But its $2,000.",surprise,positive
5467,Sorry.,sadness,negative
5468,Well how about this one? Testing the effects of Joey Tribbiani on attractive nurse receptionists.,neutral,neutral
5469,"We already got the results back on that on, and theyre not good.",joy,positive
5470,Hey! Hows it goin?,neutral,neutral
5471,"Well, not much has changed in the last five minutes.",neutral,neutral
5472,Yes it has! I made cookies!,joy,positive
5473,Oh thats all right. Im still full from your homemade potato chips.,neutral,neutral
5474,But you should eat them now because theyre hot from the oven.,joy,positive
5475,Okay.,neutral,neutral
5476,"Oh-ho! But not in here! Cant eat em in bed, remember? No crumbies!",joy,positive
5477,"Okay, Ill be out in a second.",neutral,neutral
5478,Okay!,neutral,neutral
5479,What are you doing?,neutral,neutral
5480,That doesnt lock does it?,neutral,neutral
5481,"You know, it still smells like monkey in there.",disgust,negative
5482,That saves us a conversation.,neutral,neutral
5483,"Well, listen, this has been great but I'm officially wiped.",neutral,neutral
5484,"Me too, we should get goin'.",neutral,neutral
5485,No.,neutral,neutral
5487,"Okay, here comes another camera.",neutral,neutral
5488,Right. No biggie. Stay loose.,neutral,neutral
5489,Why do they keep doing that?,neutral,neutral
5490,"If we wanna get on camera, I think we have to get up on one of those platforms.",neutral,neutral
5491,Theyve been taping those people up there all day.,neutral,neutral
5492,Right.,neutral,neutral
5493,"Hey, whatd you guys do to get up on there?",joy,positive
5494,Oh yeah? Well when you learned how to dance did you forget how to put on underpants?,joy,positive
5495,Yeah!,joy,positive
5496,Hey! Youre a good dancer!,surprise,positive
5497,Really?,surprise,positive
5498,"Yeah, well youd be better if you just loosened your hips a little.",neutral,neutral
5499,What do you mean?,neutral,neutral
5500,Like this.,neutral,neutral
5501,"Thats it, feel the rhythm. Thats better.",neutral,neutral
5502,Uh-huh.,neutral,neutral
5503,"Okay, youre dancing with that girl over there.",neutral,neutral
5504,No-no-no-no-no we came together!,joy,positive
5505,"I dont see it.  You are dancing with the tall guy over there. Tall guy, raise your hand!",neutral,neutral
5506,"No-no hey buddy, please let me dance with that girl, I really like her and I think I have a shot.",sadness,negative
5507,"Really, ythink so? I dont..",anger,negative
5508,Why arent you home yet?!,anger,negative
5509,Is someone there?,anger,negative
5510,"Oh yes, its me! Sorry!",neutral,neutral
5511,What are you doing here?,neutral,neutral
5512,"Uh, Im just, Im just looking out your window. At-at the view. What are you guys doing?",neutral,neutral
5513,We got some,neutral,neutral
5514,"Oh, he brought her back to his apartment.",neutral,neutral
5515,Who?  Is that your sister?,surprise,negative
5516,"Ugh, she",neutral,neutral
5517,"God, Ross is on a date with your sister! How weird is that?!",disgust,negative
5518,"Oh my God, look-look hes taking off her clothes!",sadness,negative
5519,Hes taking off her coat!,disgust,negative
5520,"Oh, this is just terrible.",disgust,negative
5521,Ross! Wait!,sadness,negative
5522,"Elizabeth, thank God! I was just thinking about",joy,positive
5523,You suck!!,anger,negative
5524,What?!,anger,negative
5525,"Okay, break-ups still on!",anger,negative
5526,Hey.,neutral,neutral
5527,Hey.,neutral,neutral
5528,"Look, I understand if you came by to hit me, I deserve it.",sadness,negative
5529,"No, I dont want to hit you.",neutral,neutral
5530,Oh what then? Kick me?,anger,negative
5531,No.,neutral,neutral
5532,"My son? Pretty serious.  Oh hey Katie!  What uh, what are you doing here?",surprise,positive
5533,"Well, the delivery went out to you and I realized they forgot this.",neutral,neutral
5534,"Ah, mustve been fairly obvious since it was the only thing left in your store.",neutral,neutral
5535,"Listen, to be honest, home deliveries are really a part of my job description.",neutral,neutral
5536,Oh.,neutral,neutral
5537,Oh uhI actually came here to ask you out.,fear,negative
5538,"Oh! Wow! Uh, yeah! That sounds great. Im just gonna put this  back in my pocket, pretend",joy,positive
5539,Sure!,joy,positive
5540,Horny bitch.  No! Youre a horny bitch! Noooo! Youre the horny bitch! No! Youre a horny bitch!,anger,negative
5541,Chandler!! You have the best taste in men!,joy,positive
5542,"Well, like father, like son.",neutral,neutral
5543,Patrick and I had such a great time last night! I mean I think this could maybe turn into something serious.,joy,positive
5544,Really?! I-I thought you werent looking for something serious? I thought you were looking for some kind of a fling.,surprise,positive
5545,"Well, y'know, possibly.  You didnt tell him that, though? Right?",fear,negative
5546,"Ummmmmmmm, no.",neutral,neutral
5547,You told this guy that I was looking for a fling?! You dont tell the guy that!,anger,negative
5549,"Oh, between you telling him that I wanted to have a fling and me putting out on the first dateoh, hes so gonna get the wrong idea.",sadness,negative
5550,"Alright, so I'm back in high school, I'm standing in the middle of the cafeteria, and I realize I am totally naked.",neutral,neutral
5551,"Oh, yeah. Had that dream.",neutral,neutral
5552,"Then I look down, and I realize there's a phone... there.",surprise,negative
5553,Instead of...?,surprise,negative
5554,That's right.,neutral,neutral
5555,Never had that dream.,neutral,neutral
5556,No.,neutral,neutral
5557,"All of a sudden, the phone starts to ring.",neutral,neutral
5560,Honey! Dinners ready!,joy,positive
5561,Whats my little chef got for me tonight?,joy,positive
5562,Your favorite!,joy,positive
5563,"Ho-ho-ho,  fried stuff with cheese!",joy,positive
5564,Yep! And lots of it!,joy,positive
5565,Thanks sweetheart. Give me a little sugar here.  Okay.,joy,positive
5566,"Okay, in we go.",joy,positive
5567,Here we go! Here we go! Here we go!  How you doin?,joy,positive
5568,"Something went wrong with Underdog, and they couldn't get his head to inflate.",neutral,neutral
5569,"So anyway, um, his head is like flopping down Broadway, right, and I'm just thinking... how inappropriate this is.",joy,positive
5570,"Um, I've got something in my eye, uh, Joey, could we check it in the light, please?",neutral,neutral
5571,Oh my god.,surprise,negative
5572,What?,surprise,negative
5573,Hello! Were we at the same table? It's like... cocktails in Appalachia.,anger,negative
5574,"Come on, they're close.",neutral,neutral
5575,Close? She's got her tongue in his ear.,disgust,negative
5576,"Oh, like you've never gotten a little rambunctious with Ross.",neutral,neutral
5577,"Joey, this is sick, it's disgusting, it's, it'snot really true, is it?",disgust,negative
5578,"Well, who's to say what's true? I mean...",neutral,neutral
5579,"Oh my god, what were you thinking?",disgust,negative
5580,"All right, look, I'm not proud of this, ok? Well, maybe I am a little.",neutral,neutral
5581,Oh!,surprise,negative
5582,Ow!,surprise,negative
5583,I'm outta here.,disgust,negative
5584,"Wait, wait, wait. You want him, I want her. He likes you.",neutral,neutral
5585,Really?,surprise,positive
5586,"Yeah. I'm thinking, if we put our heads together, between the two of us, we can break them up.",neutral,neutral
5587,Hello! One marriage please!,joy,positive
5588,"Yep, we wanna get married!",joy,positive
5589,All right.,neutral,neutral
5590,Dum! Dum-dum-dum! Dum! Dum! Dum! Dum-dum-dum!,joy,positive
5591,What are you doing?,neutral,neutral
5592,"Oh, that's",neutral,neutral
5593,"No, only because that's the graduation song.",neutral,neutral
5594,Okay!  This is it!  We're gonna get married!,joy,positive
5595,Are you sure you wanna do this?,neutral,neutral
5596,"Well, hello, Mrs. Ross!",joy,positive
5597,"Well, hello, Mr. Rachel!",joy,positive
5598,Wait!  Okay!,neutral,neutral
5599,Would you ever be a surrogate for anyone?,neutral,neutral
5600,It depends on who asked.,neutral,neutral
5601,What if I asked?,neutral,neutral
5602,"Oh, Mon, sure.",neutral,neutral
5603,Really?,surprise,positive
5604,Yes.  Youre not asking are you?,surprise,positive
5605,No.,neutral,neutral
5606,Yes! Totally!,joy,positive
5607,Oh! Thank you! Thank you! Thank you! Yes! Thank you!,joy,positive
5608,"Youarenot going to believe it! Joshua came into work today, and guess what happened?",joy,positive
5609,He asked you out?!,surprise,positive
5610,No. But I was showing him some cufflinks and I felt his pulse.,joy,positive
5611,Saucy!,joy,positive
5612,What are these?,neutral,neutral
5613,Electrical plans for the building.,neutral,neutral
5614,"Okay, okay, okay should I be scared?",fear,negative
5615,"I know that switch does something, okay?",neutral,neutral
5616,So-so I went down to city hall and got these.,neutral,neutral
5617,All I had to do was pay $25 and wait in line for three hours.,sadness,negative
5618,Wow! If only more people knew.,surprise,positive
5619,Uh-oh-okay. Uh-oh-okay. I know what you all are thinking. But Chandler is in,neutral,neutral
5620,Yeah! No that's what I was thinking.,neutral,neutral
5621,"So I'm asking you please, take a moment before you judge me.",neutral,neutral
5622,"Oh, nobody's judging you.",neutral,neutral
5623,"Oh! Okay!  You, Mister Right Place at the Right Time, call me!",joy,positive
5624,Oh man!,surprise,negative
5625,I want that place so much!!,joy,positive
5626,I was so sure that was gonna work!,sadness,negative
